TransactionNo,Date,ProductNo,ProductName,Price,Quantity,CustomerNo,Country,TotalRevenue,MonthYear
567622,2019-09-21,71053,White Moroccan Metal Lantern,14.09,6,14527.0,United Kingdom,84.53999999999999,2019-09-01
544812,2019-02-23,22114,Hot Water Bottle Tea And Sympathy,18.75,1,13812.0,Germany,18.75,2019-02-01
548920,2019-04-05,84949,Silver Hanging T-Light Holder,11.94,6,13018.0,United Kingdom,71.64,2019-04-01
579187,2019-11-28,22523,Childs Garden Fork Pink,6.19,1,13187.0,United Kingdom,6.19,2019-11-01
571054,2019-10-13,85032C,Curious Images Gift Wrap Set,10.92,1,14234.0,United Kingdom,10.92,2019-10-01
568056,2019-09-23,23054,Recycled Acapulco Mat Lavender,18.71,4,12705.0,Germany,74.84,2019-09-01
577733,2019-11-21,21791,Vintage Heads And Tails Card Game,11.53,10,15163.0,United Kingdom,115.3,2019-11-01
573585,2019-10-31,23223,Christmas Tree Hanging Silver,11.92,8,14585.0,United Kingdom,95.36,2019-10-01
563404,2019-08-16,22568,Feltcraft Cushion Owl,14.09,4,16303.0,United Kingdom,56.36,2019-08-01
546929,2019-03-18,22638,Set Of 4 Napkin Charms Crowns,12.86,6,13090.0,United Kingdom,77.16,2019-03-01
569846,2019-10-06,23293,Set Of 12 Fairy Cake Baking Cases,11.1,24,13422.0,United Kingdom,266.4,2019-10-01
560412,2019-07-18,20712,Jumbo Bag Woodland Animals,6.19,2,12748.0,United Kingdom,12.38,2019-07-01
543191,2019-02-04,22241,Garland Wooden Happy Easter,11.53,4,13137.0,United Kingdom,46.12,2019-02-01
554636,2019-05-25,22432,Watering Can Pink Bunny,12.25,6,16763.0,United Kingdom,73.5,2019-05-01
581219,2019-12-08,90198A,Vintage Rose Bead Bracelet Raspberr,6.19,1,16219.0,United Kingdom,6.19,2019-12-01
550447,2019-04-18,22099,Caravan Square Tissue Box,11.53,2,16033.0,United Kingdom,23.06,2019-04-01
548900,2019-04-04,21318,Glass Chalice Blue Small,10.65,18,17848.0,United Kingdom,191.70000000000002,2019-04-01
574686,2019-11-06,21209,Multicolour Honeycomb Fan,10.65,5,17608.0,United Kingdom,53.25,2019-11-01
541497,2019-01-18,22489,Pack Of 12 Traditional Crayons,11.1,4,17497.0,United Kingdom,44.4,2019-01-01
574962,2019-11-08,23661,Milk Maids Mug,11.94,12,15194.0,United Kingdom,143.28,2019-11-01
556243,2019-06-09,22422,Toothpaste Tube Pen,11.53,3,14243.0,United Kingdom,34.589999999999996,2019-06-01
543533,2019-02-09,85099C,Jumbo Bag Baroque Black White,7.24,7,13533.0,United Kingdom,50.68,2019-02-01
567668,2019-09-21,72598,Set/12 Taper Candles,11.92,10,14668.0,United Kingdom,119.2,2019-09-01
548309,2019-03-30,22616,Pack Of 12 London Tissues,10.55,12,16657.0,United Kingdom,126.60000000000001,2019-03-01
550326,2019-04-17,20675,Blue Polkadot Bowl,11.53,6,14532.0,United Kingdom,69.17999999999999,2019-04-01
541784,2019-01-21,21990,Modern Floral Stationery Set,13.27,2,17277.0,United Kingdom,26.54,2019-01-01
537224,2018-12-05,70007,Hi Tec Alpine Hand Warmer,11.94,1,13174.0,United Kingdom,11.94,2018-12-01
566936,2019-09-15,22414,Doormat Neighbourhood Witch,14.94,100,18102.0,United Kingdom,1494.0,2019-09-01
544931,2019-02-24,20977,36 Pencils Tube Woodland,11.53,16,13501.0,United Kingdom,184.48,2019-02-01
555343,2019-06-02,21559,Strawberry Lunch Box With Cutlery,12.86,12,15918.0,United Kingdom,154.32,2019-06-01
538858,2018-12-14,22892,Set Of Salt And Pepper Toadstools,11.53,60,16553.0,United Kingdom,691.8,2018-12-01
554310,2019-05-23,22165,Diamante Heart Shaped Wall Mirror,21.31,1,17310.0,United Kingdom,21.31,2019-05-01
544191,2019-02-16,82483,Wood 2 Drawer Cabinet White Finish,17.37,6,13089.0,United Kingdom,104.22,2019-02-01
551428,2019-04-28,21755,Love Building Block Word,16.35,6,13499.0,United Kingdom,98.10000000000001,2019-04-01
574722,2019-11-06,21915,Red Harmonica In Box,11.53,1,14502.0,United Kingdom,11.53,2019-11-01
555560,2019-06-05,20725,Lunch Bag Red Retrospot,5.97,1,17346.0,United Kingdom,5.97,2019-06-01
544672,2019-02-22,22984,Card Gingham Rose,10.62,72,14646.0,Netherlands,764.64,2019-02-01
556486,2019-06-12,22228,Bunny Wooden Painted With Bird,10.65,12,17422.0,United Kingdom,127.80000000000001,2019-06-01
572240,2019-10-21,22191,Ivory Diner Wall Clock,18.96,2,13709.0,United Kingdom,37.92,2019-10-01
543380,2019-02-07,84988,Set Of 72 Pink Heart Paper Doilies,11.74,12,14293.0,United Kingdom,140.88,2019-02-01
540977,2019-01-12,21030,Space Cadet Red,11.12,3,14977.0,United Kingdom,33.36,2019-01-01
562024,2019-08-01,21232,Strawberry Ceramic Trinket Pot,12.77,1,13024.0,United Kingdom,12.77,2019-08-01
543183,2019-02-04,22215,Cake Stand White Two Tier Lace,18.96,2,14560.0,United Kingdom,37.92,2019-02-01
562031,2019-08-01,23182,Toilet Sign Occupied Or Vacant,11.1,8,16984.0,United Kingdom,88.8,2019-08-01
581113,2019-12-07,84380,Set Of 3 Butterfly Cookie Cutters,6.19,1,14534.0,United Kingdom,6.19,2019-12-01
556573,2019-06-13,48173C,Doormat Black Flock,18.4,1,14667.0,United Kingdom,18.4,2019-06-01
569334,2019-10-03,20975,12 Pencils Small Tube Red Retrospot,10.81,384,12931.0,United Kingdom,4151.04,2019-10-01
548971,2019-04-05,85150,Ladies & Gentlemen Metal Sign,12.86,3,16919.0,United Kingdom,38.58,2019-04-01
573384,2019-10-30,23355,Hot Water Bottle Keep Calm,14.5,24,15478.0,United Kingdom,348.0,2019-10-01
557746,2019-06-22,22854,Cream Sweetheart Egg Holder,15.32,2,15059.0,United Kingdom,30.64,2019-06-01
548894,2019-04-04,21094,Set/6 Red Spotty Paper Plates,11.1,3,13894.0,United Kingdom,33.3,2019-04-01
578844,2019-11-25,20615,Blue Polkadot Passport Cover,6.19,1,15844.0,United Kingdom,6.19,2019-11-01
568193,2019-09-25,22866,Hand Warmer Scotty Dog Design,12.4,4,17107.0,United Kingdom,49.6,2019-09-01
566952,2019-09-15,22716,Card Circus Parade,11.1,1,13952.0,United Kingdom,11.1,2019-09-01
538093,2018-12-09,85232D,Set/3 Decoupage Stacking Tins,15.32,3,12682.0,France,45.96,2018-12-01
557634,2019-06-21,22470,Heart Of Wicker Large,13.27,4,15412.0,United Kingdom,53.08,2019-06-01
536983,2018-12-03,22914,Blue Coat Rack Paris Fashion,15.32,3,12712.0,Germany,45.96,2018-12-01
567854,2019-09-22,22663,Jumbo Bag Dolly Girl Design,6.19,10,14038.0,United Kingdom,61.900000000000006,2019-09-01
538178,2018-12-10,22059,Ceramic Strawberry Design Mug,11.78,12,17696.0,United Kingdom,141.35999999999999,2018-12-01
550297,2019-04-15,22558,Clothes Pegs Retrospot Pack 24,11.94,4,14056.0,United Kingdom,47.76,2019-04-01
546092,2019-03-09,84997D,Childrens Cutlery Polkadot Pink,14.5,4,17138.0,United Kingdom,58.0,2019-03-01
568703,2019-09-28,21531,Red Retrospot Sugar Jam Bowl,12.86,1,12748.0,United Kingdom,12.86,2019-09-01
573585,2019-10-31,23264,Set Of 3 Wooden Sleigh Decorations,12.77,13,14585.0,United Kingdom,166.01,2019-10-01
555368,2019-06-02,21115,Rose Caravan Doorstop,17.17,2,13437.0,United Kingdom,34.34,2019-06-01
538209,2018-12-10,22529,Magic Drawing Slate Go To The Fair,10.68,1,12748.0,United Kingdom,10.68,2018-12-01
562435,2019-08-04,22625,Red Kitchen Scales,18.09,12,12693.0,Germany,217.07999999999998,2019-08-01
568690,2019-09-28,23355,Hot Water Bottle Keep Calm,15.32,3,16332.0,United Kingdom,45.96,2019-09-01
569137,2019-09-30,22278,Overnight Bag Vintage Rose Paisley,21.31,2,16137.0,United Kingdom,42.62,2019-09-01
539718,2018-12-21,22131,Food Container Set 3 Love Heart,14.57,1,14718.0,United Kingdom,14.57,2018-12-01
579430,2019-11-29,22279,Pocket Bag Blue Paisley Red Spot,6.19,1,12748.0,United Kingdom,6.19,2019-11-01
568801,2019-09-29,23332,Ivory Wicker Heart Large,11.94,12,14475.0,United Kingdom,143.28,2019-09-01
564825,2019-08-30,22185,Slate Tile Natural Hanging,13.62,3,14825.0,United Kingdom,40.86,2019-08-01
537844,2018-12-08,72799F,Ivory Pillar Candle Gold Flock,13.27,2,17999.0,United Kingdom,26.54,2018-12-01
542254,2019-01-26,22499,Wooden Union Jack Bunting,16.35,6,14733.0,United Kingdom,98.10000000000001,2019-01-01
555527,2019-06-05,21621,Vintage Union Jack Bunting,18.96,20,14364.0,United Kingdom,379.20000000000005,2019-06-01
567873,2019-09-22,22652,Travel Sewing Kit,11.94,10,13055.0,United Kingdom,119.39999999999999,2019-09-01
568938,2019-09-29,23340,Vintage Christmas Cake Frill,11.94,7,17220.0,United Kingdom,83.58,2019-09-01
549745,2019-04-12,22366,Doormat Airmail,18.4,2,13577.0,United Kingdom,36.8,2019-04-01
543242,2019-02-04,21216,Set 3 Retrospot Tea/Coffee/Sugar,15.32,4,15090.0,United Kingdom,61.28,2019-02-01
559816,2019-07-12,21534,Dairy Maid Large Milk Jug,14.48,1,15816.0,United Kingdom,14.48,2019-07-01
543466,2019-02-08,22424,Enamel Bread Bin Cream,23.32,4,16713.0,United Kingdom,93.28,2019-02-01
552654,2019-05-10,22993,Set Of 4 Pantry Jelly Moulds,11.53,1,15756.0,United Kingdom,11.53,2019-05-01
581492,2019-12-09,84559A,3d Sheet Of Dog Stickers,6.19,2,15492.0,United Kingdom,12.38,2019-12-01
580287,2019-12-02,23482,Pearlised Ivory Heart Large,6.19,3,14594.0,United Kingdom,18.57,2019-12-01
556081,2019-06-08,22847,Bread Bin Diner Style Ivory,44.37,1,15081.0,United Kingdom,44.37,2019-06-01
569897,2019-10-06,22082,Ribbon Reel Stripes Design,11.94,4,17813.0,United Kingdom,47.76,2019-10-01
563195,2019-08-12,22814,Card Party Games,11.1,1,14195.0,United Kingdom,11.1,2019-08-01
545996,2019-03-08,84992,72 Sweetheart Fairy Cake Cases,10.81,24,14367.0,United Kingdom,259.44,2019-03-01
562779,2019-08-09,21935,Suki Shoulder Bag,11.94,1,17841.0,United Kingdom,11.94,2019-08-01
575607,2019-11-10,22951,60 Cake Cases Dolly Girl Design,11.53,1,14096.0,United Kingdom,11.53,2019-11-01
537434,2018-12-06,21730,Glass Star Frosted T-Light Holder,20.67,1,17434.0,United Kingdom,20.67,2018-12-01
574952,2019-11-08,85034B,3 White Choc Morris Boxed Candles,11.53,24,13924.0,United Kingdom,276.71999999999997,2019-11-01
536945,2018-12-03,17107D,Flower Fairy 5 Drawer Liners,12.86,3,14083.0,United Kingdom,38.58,2018-12-01
569650,2019-10-05,23541,Wall Art Classic Puddings,17.89,48,12415.0,Australia,858.72,2019-10-01
571433,2019-10-17,23184,Bull Dog Bottle Opener,15.32,4,13015.0,United Kingdom,61.28,2019-10-01
557066,2019-06-16,23203,Jumbo Bag Vintage Doily,6.19,10,17463.0,United Kingdom,61.900000000000006,2019-06-01
556428,2019-06-10,22379,Recycling Bag Retrospot,15.33,1,12428.0,Finland,15.33,2019-06-01
538629,2018-12-13,22940,Feltcraft Christmas Fairy,14.61,2,17799.0,United Kingdom,29.22,2018-12-01
555399,2019-06-02,22561,Wooden School Colouring Set,11.94,3,15555.0,United Kingdom,35.82,2019-06-01
573601,2019-10-31,23349,Roll Wrap Vintage Christmas,12.77,1,14601.0,United Kingdom,12.77,2019-10-01
544037,2019-02-15,20886,Box Of 9 Pebble Candles,12.25,6,14961.0,United Kingdom,73.5,2019-02-01
550458,2019-04-18,21865,Pink Union Jack Passport Cover,14.48,1,12458.0,Switzerland,14.48,2019-04-01
550995,2019-04-26,22331,Woodland Party Bag + Sticker Set,11.94,8,16722.0,United Kingdom,95.52,2019-04-01
543345,2019-02-07,85123A,Cream Hanging Heart T-Light Holder,16.18,2,13345.0,United Kingdom,32.36,2019-02-01
567887,2019-09-22,22142,Christmas Craft White Fairy,11.74,12,15237.0,United Kingdom,140.88,2019-09-01
553935,2019-05-20,35809A,Enamel Pink Tea Container,11.1,1,15856.0,United Kingdom,11.1,2019-05-01
550470,2019-04-18,84849A,Hello Sailor Blue Soap Holder,13.62,1,13470.0,United Kingdom,13.62,2019-04-01
544599,2019-02-21,22321,Bird Decoration Red Retrospot,11.92,1,15599.0,United Kingdom,11.92,2019-02-01
545945,2019-03-08,22726,Alarm Clock Bakelike Green,14.09,2,16710.0,United Kingdom,28.18,2019-03-01
568721,2019-09-28,23434,3 Raffia Ribbons 50'S Christmas,11.1,1,17721.0,United Kingdom,11.1,2019-09-01
562928,2019-08-10,22535,Magic Drawing Slate Bunnies,10.68,3,15494.0,United Kingdom,32.04,2019-08-01
568160,2019-09-25,22340,Noel Garland Painted Zinc,10.65,24,17498.0,United Kingdom,255.60000000000002,2019-09-01
564221,2019-08-24,22090,Paper Bunting Retrospot,17.05,2,12221.0,United Kingdom,34.1,2019-08-01
545164,2019-02-28,21929,Jumbo Bag Pink Vintage Paisley,6.13,10,16458.0,United Kingdom,61.3,2019-02-01
563370,2019-08-16,22720,Set Of 3 Cake Tins Pantry Design,15.32,3,16153.0,United Kingdom,45.96,2019-08-01
569844,2019-10-06,21559,Strawberry Lunch Box With Cutlery,12.86,6,12626.0,Germany,77.16,2019-10-01
547830,2019-03-25,22363,Glass Jar Marmalade,16.18,2,12830.0,United Kingdom,32.36,2019-03-01
563427,2019-08-16,22531,Magic Drawing Slate Circus Parade,10.68,3,16470.0,United Kingdom,32.04,2019-08-01
566196,2019-09-09,85066,Cream Sweetheart Mini Chest,23.32,2,14180.0,United Kingdom,46.64,2019-09-01
553411,2019-05-17,22715,Card Wedding Day,10.68,12,12714.0,France,128.16,2019-05-01
557786,2019-06-22,23245,Set Of 3 Regency Cake Tins,15.32,4,15550.0,United Kingdom,61.28,2019-06-01
577545,2019-11-20,20718,Red Retrospot Shopper Bag,11.53,3,16931.0,United Kingdom,34.589999999999996,2019-11-01
560244,2019-07-17,84576,Blue Cat Biscuit Barrel Pink Heart,12.25,1,16931.0,United Kingdom,12.25,2019-07-01
550994,2019-04-21,23144,Zinc T-Light Holder Stars Small,11.1,24,14562.0,United Kingdom,266.4,2019-04-01
581023,2019-12-07,84970L,Single Heart Zinc T-Light Holder,6.19,1,13023.0,United Kingdom,6.19,2019-12-01
550956,2019-04-21,22972,Children's Spaceboy Mug,11.94,1,17179.0,Israel,11.94,2019-04-01
567939,2019-09-22,23435,3 Raffia Ribbons Vintage Christmas,11.06,10,16715.0,United Kingdom,110.60000000000001,2019-09-01
542217,2019-01-26,85129D,Beaded Crystal Heart Pink Small,11.53,1,14606.0,United Kingdom,11.53,2019-01-01
557640,2019-06-21,82583,Hot Baths Metal Sign,15.33,7,15640.0,United Kingdom,107.31,2019-06-01
558558,2019-06-30,22376,Airline Bag Vintage Jet Set White,14.61,1,17841.0,United Kingdom,14.61,2019-06-01
557267,2019-06-19,84795B,Sunset Check Hammock,18.4,2,16805.0,United Kingdom,36.8,2019-06-01
575607,2019-11-10,21222,Set/4 Badges Beetles,12.77,1,14096.0,United Kingdom,12.77,2019-11-01
563352,2019-08-15,23142,Ivory Wire Kitchen Organiser,20.91,1,15706.0,United Kingdom,20.91,2019-08-01
561096,2019-07-25,21888,Bingo Set,14.09,8,16099.0,United Kingdom,112.72,2019-07-01
547253,2019-03-22,22586,Feltcraft Hairband Pink And Blue,11.12,6,13869.0,United Kingdom,66.72,2019-03-01
562420,2019-08-04,48111,Doormat 3 Smiley Cats,26.43,1,15420.0,United Kingdom,26.43,2019-08-01
563917,2019-08-21,22993,Set Of 4 Pantry Jelly Moulds,11.53,1,14572.0,United Kingdom,11.53,2019-08-01
573274,2019-10-28,22041,"Record Frame 7"" Single Size",16.18,7,17274.0,United Kingdom,113.25999999999999,2019-10-01
544910,2019-02-24,21191,Large White Honeycomb Paper Bell,12.4,6,16072.0,United Kingdom,74.4,2019-02-01
578829,2019-11-25,23441,Hand Painted Hanging Easter Egg,6.19,10,14710.0,United Kingdom,61.900000000000006,2019-11-01
580526,2019-12-04,22593,Christmas Gingham Star,6.19,12,16535.0,United Kingdom,74.28,2019-12-01
536592,2018-12-01,21743,Star Portable Table Light,16.31,1,16592.0,United Kingdom,16.31,2018-12-01
561030,2019-07-24,82486,3 Drawer Antique White Wood Cabinet,19.42,1,16407.0,United Kingdom,19.42,2019-07-01
581481,2019-12-09,22072,Red Retrospot Tea Cup And Saucer,11.53,24,17490.0,United Kingdom,276.71999999999997,2019-12-01
544642,2019-02-22,22759,Set Of 3 Notebooks In Parcel,11.94,4,17811.0,United Kingdom,47.76,2019-02-01
565857,2019-09-07,21519,Gin & Tonic Diet Greeting Card,10.68,12,14911.0,EIRE,128.16,2019-09-01
543815,2019-02-13,21709,Folding Umbrella Chocolate Polkadot,15.32,1,17255.0,United Kingdom,15.32,2019-02-01
536754,2018-12-02,85185D,Frog Sock Puppet,13.27,1,14449.0,United Kingdom,13.27,2018-12-01
562540,2019-08-05,21908,Chocolate This Way Metal Sign,12.4,3,17400.0,United Kingdom,37.2,2019-08-01
539240,2018-12-16,84917,White Hand Towel With Butterfly,11.53,20,15194.0,United Kingdom,230.6,2018-12-01
573335,2019-10-30,22075,6 Ribbons Elegant Christmas,11.94,1,15059.0,United Kingdom,11.94,2019-10-01
568715,2019-09-28,22919,Herb Marker Mint,10.92,1,17783.0,United Kingdom,10.92,2019-09-01
576837,2019-11-16,22893,Mini Cake Stand T-Light Holder,11.1,1,16837.0,United Kingdom,11.1,2019-11-01
541655,2019-01-20,21379,Camphor Wood Portobello Mushroom,11.53,2,14779.0,United Kingdom,23.06,2019-01-01
580128,2019-12-01,22141,Christmas Craft Tree Top Angel,6.19,2,17576.0,United Kingdom,12.38,2019-12-01
542422,2019-01-27,22847,Bread Bin Diner Style Ivory,27.62,1,14702.0,United Kingdom,27.62,2019-01-01
541497,2019-01-18,21708,Folding Umbrella Cream Polkadot,13.62,1,17497.0,United Kingdom,13.62,2019-01-01
568510,2019-09-27,22572,Rocking Horse Green Christmas,11.12,20,13555.0,United Kingdom,222.39999999999998,2019-09-01
557640,2019-06-21,20675,Blue Polkadot Bowl,12.77,1,15640.0,United Kingdom,12.77,2019-06-01
576303,2019-11-14,23424,Gingham Recipe Book Box,15.32,1,15532.0,United Kingdom,15.32,2019-11-01
563253,2019-08-15,22927,Green Giant Garden Thermometer,16.35,2,15218.0,United Kingdom,32.7,2019-08-01
559774,2019-07-12,20982,12 Pencils Tall Tube Skulls,11.12,4,18122.0,United Kingdom,44.48,2019-07-01
542344,2019-01-27,85099B,Jumbo Bag Red Retrospot,7.24,1,13344.0,United Kingdom,7.24,2019-01-01
550542,2019-04-19,85078,Scandinavian 3 Hearts Napkin Ring,11.92,2,12542.0,United Kingdom,23.84,2019-04-01
545910,2019-03-08,22533,Magic Drawing Slate Bake A Cake,10.68,24,14586.0,United Kingdom,256.32,2019-03-01
567183,2019-09-18,82600,N0 Singing Metal Sign,12.4,2,14769.0,United Kingdom,24.8,2019-09-01
549667,2019-04-11,21171,Bathroom Metal Sign,10.81,12,14911.0,EIRE,129.72,2019-04-01
577171,2019-11-18,22478,Birdhouse Garden Marker,11.53,10,17159.0,United Kingdom,115.3,2019-11-01
547106,2019-03-21,85099C,Jumbo Bag Baroque Black White,6.13,10,15039.0,United Kingdom,61.3,2019-03-01
575875,2019-11-11,22692,Doormat Welcome To Our Home,26.43,2,15875.0,United Kingdom,52.86,2019-11-01
556415,2019-06-10,22634,Childs Breakfast Set Spaceboy,18.96,8,12409.0,Switzerland,151.68,2019-06-01
544799,2019-02-23,20712,Jumbo Bag Woodland Animals,6.13,10,17063.0,United Kingdom,61.3,2019-02-01
557480,2019-06-20,22069,Brown Pirate Treasure Chest,14.48,1,15480.0,Malta,14.48,2019-06-01
540523,2019-01-09,21981,Pack Of 12 Woodland Tissues,10.55,12,13069.0,United Kingdom,126.60000000000001,2019-01-01
544940,2019-02-25,21122,Set/10 Pink Polkadot Party Candles,11.53,24,16592.0,United Kingdom,276.71999999999997,2019-02-01
551517,2019-05-01,85144,Jardin Etched Glass Cheese Dish,12.25,1,16931.0,United Kingdom,12.25,2019-05-01
556053,2019-06-08,21792,Classic French Style Basket Green,14.3,16,15400.0,United Kingdom,228.8,2019-06-01
581498,2019-12-09,22960,Jam Making Set With Jars,6.19,5,14498.0,United Kingdom,30.950000000000003,2019-12-01
554139,2019-05-23,22483,Red Gingham Teddy Bear,13.27,6,14911.0,EIRE,79.62,2019-05-01
541104,2019-01-13,21328,Balloons Writing Set,13.62,1,15104.0,United Kingdom,13.62,2019-01-01
560938,2019-07-22,22690,Doormat Home Sweet Home Blue,23.02,1,14938.0,United Kingdom,23.02,2019-07-01
542623,2019-01-31,85150,Ladies & Gentlemen Metal Sign,12.86,6,17239.0,United Kingdom,77.16,2019-01-01
551616,2019-05-03,21034,Rex Cash+Carry Jumbo Shopper,11.22,1,15048.0,United Kingdom,11.22,2019-05-01
578811,2019-11-25,21426,Woodland Storage Box Small,6.19,12,12438.0,Norway,74.28,2019-11-01
537057,2018-12-05,22479,Daisy Garden Marker,11.53,3,15351.0,United Kingdom,34.589999999999996,2018-12-01
551558,2019-05-03,21137,Black Record Cover Frame,14.09,1,17841.0,United Kingdom,14.09,2019-05-01
537643,2018-12-07,84969,Box Of 6 Assorted Colour Teaspoons,18.93,3,16643.0,United Kingdom,56.79,2018-12-01
562540,2019-08-05,22413,Metal Sign Take It Or Leave It,13.27,3,17400.0,United Kingdom,39.81,2019-08-01
570424,2019-10-10,23369,Set 36 Colour Pencils Love London,11.53,3,17372.0,United Kingdom,34.589999999999996,2019-10-01
548011,2019-03-29,22968,Rose Cottage Keepsake Box,18.96,24,14646.0,Netherlands,455.04,2019-03-01
575040,2019-11-08,22730,Alarm Clock Bakelike Ivory,14.09,4,13381.0,United Kingdom,56.36,2019-11-01
567457,2019-09-20,23267,Set Of 4 Santa Place Settings,11.53,24,14164.0,United Kingdom,276.71999999999997,2019-09-01
536821,2018-12-02,21429,Red Gingham Rose Jewellery Box,11.94,1,17757.0,United Kingdom,11.94,2018-12-01
572866,2019-10-26,23543,Wall Art Keep Calm,18.71,2,15005.0,United Kingdom,37.42,2019-10-01
543486,2019-02-09,79321,Chilli Lights,16.14,4,13319.0,United Kingdom,64.56,2019-02-01
549023,2019-04-05,22266,Easter Decoration Hanging Bunny,11.53,1,13023.0,United Kingdom,11.53,2019-04-01
568143,2019-09-25,23307,Set Of 60 Pantry Design Cake Cases,10.81,24,13266.0,United Kingdom,259.44,2019-09-01
552894,2019-05-12,85099B,Jumbo Bag Red Retrospot,6.19,1,14606.0,United Kingdom,6.19,2019-05-01
569089,2019-09-30,23266,Set Of 3 Wooden Stocking Decoration,11.53,5,13764.0,United Kingdom,57.65,2019-09-01
537888,2018-12-09,84247L,Fawn And Mushroom Greeting Card,10.68,12,15358.0,United Kingdom,128.16,2018-12-01
550474,2019-04-18,21080,Set/20 Red Retrospot Paper Napkins,11.92,9,15474.0,United Kingdom,107.28,2019-04-01
569037,2019-09-30,22042,Christmas Card Singing Angel,10.68,24,13263.0,United Kingdom,256.32,2019-09-01
553686,2019-05-18,22423,Regency Cakestand 3 Tier,23.32,4,14911.0,EIRE,93.28,2019-05-01
578541,2019-11-24,21351,Cinammon & Orange Wreath,6.19,2,14277.0,France,12.38,2019-11-01
573762,2019-11-01,85099B,Jumbo Bag Red Retrospot,6.19,10,13758.0,United Kingdom,61.900000000000006,2019-11-01
569030,2019-09-30,48194,Doormat Hearts,18.45,40,17450.0,United Kingdom,738.0,2019-09-01
550968,2019-04-21,22595,Gingham Heart Decoration,11.12,12,14961.0,United Kingdom,133.44,2019-04-01
563384,2019-08-16,23322,Large White Heart Of Wicker,13.27,5,17315.0,United Kingdom,66.35,2019-08-01
544691,2019-02-23,21212,Pack Of 72 Retrospot Cake Cases,10.81,24,13804.0,United Kingdom,259.44,2019-02-01
570634,2019-10-11,23535,Wall Art Bicycle Safety,16.35,3,15024.0,United Kingdom,49.050000000000004,2019-10-01
548744,2019-04-04,22285,Hanging Hen On Nest Decoration,11.94,12,17725.0,United Kingdom,143.28,2019-04-01
537251,2018-12-06,21891,Traditional Wooden Skipping Rope,11.53,3,12251.0,United Kingdom,34.589999999999996,2018-12-01
567975,2019-09-23,22568,Feltcraft Cushion Owl,14.09,4,17416.0,United Kingdom,56.36,2019-09-01
565248,2019-09-02,23344,Jumbo Bag 50'S Christmas,6.19,1,15860.0,United Kingdom,6.19,2019-09-01
558614,2019-06-30,20725,Lunch Bag Red Retrospot,7.24,1,14614.0,United Kingdom,7.24,2019-06-01
543285,2019-02-07,22423,Regency Cakestand 3 Tier,23.32,1,14600.0,United Kingdom,23.32,2019-02-01
543899,2019-02-14,22726,Alarm Clock Bakelike Green,14.09,9,16899.0,United Kingdom,126.81,2019-02-01
550283,2019-04-15,21770,Open Closed Metal Sign,15.32,2,18094.0,United Kingdom,30.64,2019-04-01
556469,2019-06-12,22411,Jumbo Shopper Vintage Red Paisley,12.38,20,12516.0,Germany,247.60000000000002,2019-06-01
581216,2019-12-08,22057,Ceramic Plate Strawberry Design,7.24,16,16523.0,United Kingdom,115.84,2019-12-01
578996,2019-11-27,22064,Pink Doughnut Trinket Pot,6.19,2,13991.0,United Kingdom,12.38,2019-11-01
553540,2019-05-17,22666,Recipe Box Pantry Yellow Design,13.27,6,17511.0,United Kingdom,79.62,2019-05-01
549238,2019-04-07,23254,Childrens Cutlery Dolly Girl,14.5,2,14667.0,United Kingdom,29.0,2019-04-01
559715,2019-07-12,20761,Blue Paisley Sketchbook,14.09,8,14132.0,United Kingdom,112.72,2019-07-01
547504,2019-03-23,22435,Set Of 9 Heart Shaped Balloons,11.34,100,12683.0,France,1134.0,2019-03-01
578942,2019-11-27,23395,Belle Jardiniere Cushion Cover,6.19,1,17288.0,United Kingdom,6.19,2019-11-01
543094,2019-02-03,21080,Set/20 Red Retrospot Paper Napkins,11.12,5,16030.0,United Kingdom,55.599999999999994,2019-02-01
537240,2018-12-06,21175,Gin And Tonic Diet Metal Sign,14.57,2,16240.0,United Kingdom,29.14,2018-12-01
541172,2019-01-14,84817,Danish Rose Decorative Plate,10.68,24,13854.0,United Kingdom,256.32,2019-01-01
553184,2019-05-15,22064,Pink Doughnut Trinket Pot,11.94,2,13232.0,United Kingdom,23.88,2019-05-01
542780,2019-02-01,22193,Red Diner Wall Clock,18.96,2,17675.0,United Kingdom,37.92,2019-02-01
580729,2019-12-05,84692,Box Of 24 Cocktail Parasols,6.13,2,16729.0,United Kingdom,12.26,2019-12-01
552042,2019-05-06,21056,Doctor's Bag Soft Toy,19.42,4,13952.0,United Kingdom,77.68,2019-05-01
550470,2019-04-18,22649,Strawberry Fairy Cake Teapot,21.31,1,13470.0,United Kingdom,21.31,2019-04-01
571310,2019-10-17,22114,Hot Water Bottle Tea And Sympathy,14.61,4,13394.0,United Kingdom,58.44,2019-10-01
547811,2019-03-25,23053,Recycled Acapulco Mat Pink,18.71,1,17368.0,United Kingdom,18.71,2019-03-01
552039,2019-05-06,15034,Paper Pocket Traveling Fan,10.39,192,13081.0,United Kingdom,1994.88,2019-05-01
579196,2019-11-28,23264,Set Of 3 Wooden Sleigh Decorations,6.04,1,14096.0,United Kingdom,6.04,2019-11-01
545105,2019-02-28,22366,Doormat Airmail,18.4,6,12598.0,France,110.39999999999999,2019-02-01
540349,2019-01-06,35971,Rose Folkart Heart Decorations,11.53,24,15379.0,United Kingdom,276.71999999999997,2019-01-01
